,City,Country,Province,ID,POIID,distance
3033,Oakville,CA,ON,5135238,POI3,544651.313300127
3034,Bracebridge,CA,ON,5138878,POI3,438337.16216095735
3035,Chestermere,CA,AB,5142305,POI1,279160.07917497517
3036,Ajax,CA,ON,5167115,POI3,468978.40166904824
3037,Vancouver,CA,BC,5173835,POI1,818902.6039840177
3038,Toronto,CA,ON,5204533,POI3,487874.4533656433
3039,Lethbridge,CA,AB,5224280,POI1,430194.92688164575
3040,Fort Mcmurray,CA,AB,5225753,POI1,377650.0270808478
3041,Barrie,CA,ON,5229065,POI3,496630.19514785806
3042,Toronto,CA,ON,5232925,POI3,505474.1069861741
3043,Saskatoon,CA,SK,5264977,POI1,485826.6582262077
3044,Saskatoon,CA,SK,5271341,POI1,473906.9443000556
3045,Port Moody,CA,BC,5278824,POI1,801963.7995670423
3046,North York,CA,ON,5310065,POI3,500804.99497991154
3047,Edmonton,CA,AB,5315017,POI1,7134.366902359132
3048,Beaumont,CA,AB,5315669,POI1,20530.524787391354
3049,Calgary,CA,AB,5324950,POI1,277313.8001630848
3050,Ottawa,CA,ON,5327580,POI3,160614.0594730807
3051,Beauport,CA,QC,5332476,POI3,237063.2003029579
3052,Calgary,CA,AB,5336507,POI1,280958.86129938357
3053,Edmonton,CA,AB,5337718,POI1,10746.85869568755
3054,Calgary,CA,AB,5354245,POI1,279644.62855324126
3055,Ottawa,CA,ON,5355106,POI3,165180.8953015325
3056,Newmarket,CA,ON,5358498,POI3,492533.3200844091
3057,Belleisle Creek,CA,NB,5358532,POI4,201945.12525367324
3058,Toronto,CA,ON,5366095,POI3,508482.7813631094
3059,Kitchener,CA,ON,5367580,POI3,594218.3693697602
3060,Toronto,CA,ON,5376095,POI3,491822.26737342065
3061,Thunder Bay,CA,ON,5397387,POI3,1226456.966077272
3062,Burnaby,CA,BC,5406096,POI1,815044.4323562122
3063,Brandon,CA,MB,5413922,POI1,1018172.9123739459
3064,Oakville,CA,ON,5414330,POI3,536138.537986898
3065,Oakville,CA,ON,5415124,POI3,536874.0990194277
3066,Calgary,CA,AB,5426310,POI1,273655.29708635306
3067,Thunder Bay,CA,ON,5426961,POI3,1231655.7042597486
3068,Burnaby,CA,BC,5429883,POI1,815949.779383412
3069,Toronto,CA,ON,5445374,POI3,503094.4150847173
3070,Moncton,CA,NB,5462000,POI4,153205.609977907
3071,Brampton,CA,ON,5466754,POI3,527647.4583034226
3072,Weyburn,CA,SK,5508728,POI1,790901.1918123264
3073,Edmonton,CA,AB,5512370,POI1,5416.846823606217
3074,Toronto,CA,ON,5523515,POI3,503094.4150847173
3075,Toronto,CA,ON,5548943,POI3,505872.9415325946
3076,Winnipeg,CA,MB,5550258,POI1,1194333.3385677622
3077,Calgary,CA,AB,5550840,POI1,285348.0214045852
3078,Calgary,CA,AB,5577187,POI1,283455.37681214645
3079,Guelph,CA,ON,5579243,POI3,574756.5039488532
3080,Edmonton,CA,AB,5605255,POI1,7089.439342728824
3081,Sarnia,CA,ON,4516771,POI3,756628.2143405345
3082,Ottawa,CA,ON,4541655,POI3,161604.8011560075
3083,Barrie,CA,ON,4567801,POI3,502645.50163232646
3084,Newmarket,CA,ON,4570929,POI3,494323.4320347607
3085,Toronto,CA,ON,4579206,POI3,503968.9777456062
3086,Calgary,CA,AB,4580507,POI1,272406.3132405213
3087,Mississauga,CA,ON,4626549,POI3,524628.373304276
3088,Perrault Falls,CA,ON,4632814,POI1,1433906.9160807268
3089,Mississauga,CA,ON,4642093,POI3,535377.5862489444
3090,Scarborough,CA,ON,4645601,POI3,492771.32153968595
3091,Thornhill,CA,ON,4652568,POI3,496349.22110135347
3092,Edmonton,CA,AB,4658483,POI1,5347.118564189268
3093,Winnipeg,CA,MB,4689833,POI1,1184297.428773187
3094,Kitchener,CA,ON,4703141,POI3,597378.7433319631
3095,Toronto,CA,ON,4703752,POI3,504529.8918508993
3096,Ottawa,CA,ON,4704974,POI3,166623.37254878855
3097,Thornhill,CA,ON,4707476,POI3,496349.22110135347
3098,Mont-Royal,CA,QC,4709400,POI3,4734.50303632359
3099,Barrie,CA,ON,4712073,POI3,502645.50163232646
3100,Toronto,CA,ON,4727463,POI3,491822.26737342065
3101,Medicine Hat,CA,AB,4730429,POI1,430811.46149947745
3102,Red Deer,CA,AB,4745975,POI1,141457.2022947378
3103,Etobicoke,CA,ON,4749912,POI3,516356.0714022458
3104,Toronto,CA,ON,4758384,POI3,506981.17733742454
3105,Edmonton,CA,AB,4767513,POI1,8481.749691123525
3106,Calgary,CA,AB,4790137,POI1,277013.3529465776
3107,Calgary,CA,AB,4822918,POI1,281194.00714822346
3108,Sherbrooke,CA,QC,4823866,POI3,130844.98888819688
3109,Toronto,CA,ON,4825116,POI3,505728.2087703003
3110,Richmond,CA,BC,4841499,POI1,826795.8295185205
3111,North Vancouver,CA,BC,4845262,POI1,813901.4699975997
3112,Calgary,CA,AB,4855729,POI1,288884.2493832132
3113,Fort Erie,CA,ON,4910560,POI3,517403.1054913684
3114,Brampton,CA,ON,4954766,POI3,531118.2007230982
3115,Saskatoon,CA,SK,4955148,POI1,484459.47833381634
3116,Windsor,CA,ON,4963362,POI3,830301.8286332301
3117,Brampton,CA,ON,4964612,POI3,531153.9095564143
3118,Saint-Laurent,CA,QC,4985064,POI3,9462.858969096713
3119,Edmonton,CA,AB,4989156,POI1,6176.108874723947
3120,Kingston,CA,ON,4990867,POI3,271225.0893398857
3121,Toronto,CA,ON,5010724,POI3,503723.28416426067
3122,Thunder Bay,CA,ON,5025540,POI3,1230805.6247722208
3123,Edmonton,CA,AB,5033491,POI1,723.1998215635728
3124,Edmonton,CA,AB,5042047,POI1,8573.651172992226
3125,Crossfield,CA,AB,5048247,POI1,239699.62679890078
3126,Mississauga,CA,ON,5048388,POI3,533924.4976062712
3127,Calgary,CA,AB,5058942,POI1,277124.7738558812
3128,Calgary,CA,AB,5069204,POI1,288884.2493832132
3129,Montréal,CA,QC,5070093,POI3,8574.601678070274
3130,Windsor,CA,ON,5071410,POI3,845675.0365816442
3131,Kitchener,CA,ON,5092881,POI3,591762.7511776283
3132,Mississauga,CA,ON,5097210,POI3,535377.5862489444
3133,Brampton,CA,ON,5115800,POI3,523094.1867433666
3134,Kitchener,CA,ON,5136934,POI3,591738.7715544272
3135,Cambridge,CA,ON,5157791,POI3,584481.3188636379
3136,Burlington,CA,ON,5169621,POI3,546209.7738359557
3137,Calgary,CA,AB,5169950,POI1,279823.2450880281
3138,Fort Erie,CA,ON,5174677,POI3,517354.6461374957
3139,Scarborough,CA,ON,5175807,POI3,485381.7024749446
3140,Varennes,CA,QC,5178105,POI3,20771.94144665169
3141,Burnaby,CA,BC,5181002,POI1,815458.5645171396
3142,Barrie,CA,ON,5183567,POI3,502645.50163232646
3143,Calgary,CA,AB,5192837,POI1,269727.7664315225
3144,Edmonton,CA,AB,5204326,POI1,11787.141911666764
3145,Laval,CA,QC,5222392,POI3,16851.804921947485
3146,Niagara Falls,CA,ON,5226035,POI3,516849.38931131246
3147,Thornhill,CA,ON,5231691,POI3,496349.22110135347
3148,Edmonton,CA,AB,5235751,POI1,9750.977384996413
3149,Toronto,CA,ON,5240155,POI3,503968.9777456062
3150,Calgary,CA,AB,5241234,POI1,273101.93757610925
3151,Calgary,CA,AB,5248821,POI1,298385.48410589225
3152,Coronation,CA,AB,5252359,POI1,210813.97139689818
3153,Calgary,CA,AB,5268821,POI1,285111.329598072
3154,Moncton,CA,NB,5275753,POI4,159081.2660534665
3155,Edmonton,CA,AB,5284985,POI1,9797.752036448222
3156,Calgary,CA,AB,5292419,POI1,283526.6400944849
3157,Scarborough,CA,ON,5302181,POI3,489986.3485781757
3158,York,CA,ON,5303521,POI3,511201.67120178713
3159,Canmore,CA,AB,5304250,POI1,302206.4181846996
3160,Calgary,CA,AB,5315106,POI1,267287.98465569597
3161,Oshawa,CA,ON,5331420,POI3,451977.86462349934
3162,Toronto,CA,ON,5351647,POI3,507174.9434252782
3163,Edmonton,CA,AB,5361970,POI1,11744.006230169698
3164,Scarborough,CA,ON,5365026,POI3,494500.64579054783
3165,Innisfail,CA,AB,5373003,POI1,172288.2155051182
3166,Vancouver,CA,BC,5391322,POI1,817513.3713914865
3167,Calgary,CA,AB,5392918,POI1,279515.93920420366
3168,Scarborough,CA,ON,5399709,POI3,490165.8492488898
3169,Mississauga,CA,ON,5409360,POI3,528933.7177796273
3170,Calgary,CA,AB,5431438,POI1,283611.68295813893
3171,Calgary,CA,AB,5440976,POI1,290326.4813685335
3172,Calgary,CA,AB,5445187,POI1,267310.14063979866
3173,Victoria,CA,BC,5466588,POI1,894238.1306014205
3174,Viscount,CA,SK,5478307,POI1,314699.686456837
3175,Edmonton,CA,AB,5490769,POI1,6536.384781929854
3176,Scarborough,CA,ON,5492651,POI3,490165.8492488898
3177,Québec,CA,QC,5502078,POI3,232205.01060966228
3178,Edmonton,CA,AB,5508923,POI1,10725.906328621813
3179,Winnipeg,CA,MB,5537844,POI1,1188581.2508390357
3180,Scarborough,CA,ON,5540454,POI3,485162.2197857617
3181,Calgary,CA,AB,5545948,POI1,271388.9768935425
3182,Fort Mcmurray,CA,AB,5559779,POI1,375801.758499996
3183,Calgary,CA,AB,5597248,POI1,276851.6499639192
3184,Edmonton,CA,AB,5600294,POI1,6837.877968554721
3185,Geraldton,CA,ON,5601723,POI3,1105614.7319747058
3186,Calgary,CA,AB,5608235,POI1,291022.8639407404
3187,Etobicoke,CA,ON,5613403,POI3,520056.47699562326
3188,Kitchener,CA,ON,4521119,POI3,597378.7433319631
3189,Cambridge,CA,ON,4521726,POI3,586125.0758351708
3190,Windsor,CA,ON,4524106,POI3,839351.1438226353
3191,Owen Sound,CA,ON,4548077,POI3,589049.679781428
3192,Newmarket,CA,ON,4573431,POI3,494323.4320347607
3193,North York,CA,ON,4579399,POI3,504717.32071579935
3194,Newmarket,CA,ON,4580687,POI3,494323.4320347607
3195,Montréal,CA,QC,4590853,POI3,2858.8605058859753
3196,Calgary,CA,AB,4592758,POI1,278798.62808024435
3197,Edmonton,CA,AB,4612420,POI1,12996.650012719134
3198,South Porcupine,CA,ON,4622198,POI3,667674.0298299859
3199,Toronto,CA,ON,4637902,POI3,504065.664231986
3200,Calgary,CA,AB,4646906,POI1,275431.64943488303
3201,East York,CA,ON,4647383,POI3,498393.10862408474
3202,Calgary,CA,AB,4651957,POI1,290326.4813685335
3203,North York,CA,ON,4681301,POI3,496611.8252376492
3204,Surrey,CA,BC,4700205,POI1,811696.8806424241
3205,Richmond,CA,BC,4725750,POI1,826779.0162323222
3206,Edmonton,CA,AB,4726068,POI1,1034.3902455356108
3207,Abbotsford,CA,BC,4742259,POI1,793969.9514346796
3208,Greenfield Park,CA,QC,4757760,POI3,8984.748729812245
3209,Fredericton,CA,NB,4764716,POI4,275146.13109287515
3210,Edmonton,CA,AB,4767657,POI1,16069.48486189594
3211,Edmonton,CA,AB,4770772,POI1,9797.752036448222
3212,North Battleford,CA,SK,4823336,POI1,358624.8228869923
3213,Aurora,CA,ON,4833980,POI3,494029.8012486027
3214,Calgary,CA,AB,4837302,POI1,293678.25854833255
3215,Saskatoon,CA,SK,4850721,POI1,481991.720842971
3216,Toronto,CA,ON,4857393,POI3,503094.4150847173
3217,Winnipeg,CA,MB,4860456,POI1,1191317.1011575817
3218,Regina,CA,SK,4930768,POI1,694933.8044207264
3219,Edmonton,CA,AB,4935633,POI1,6176.108874723947
3220,Calgary,CA,AB,4944719,POI1,279464.90023715154
3221,Saint-Laurent,CA,QC,4953462,POI3,9462.858969096713
3222,Mississauga,CA,ON,4973378,POI3,526635.6000944439
3223,Mississauga,CA,ON,4974549,POI3,522428.3820532779
3224,Barrie,CA,ON,4984683,POI3,502645.50163232646
3225,Vancouver,CA,BC,4986546,POI1,813357.387784107
3226,Sherwood Park,CA,AB,4996890,POI1,13414.178429574773
3227,Guelph,CA,ON,4999502,POI3,573272.8103037433
3228,Canmore,CA,AB,5000567,POI1,302206.4181846996
3229,Etobicoke,CA,ON,5006645,POI3,514239.3004205554
3230,Calgary,CA,AB,5018238,POI1,281396.64523500245
3231,Montréal,CA,QC,5033363,POI3,3256.0428039680532
3232,Edmonton,CA,AB,5033984,POI1,6427.822995604453
3233,Brampton,CA,ON,5035201,POI3,533913.8771043575
3234,Brampton,CA,ON,5046977,POI3,531907.557070946
3235,Calgary,CA,AB,5047504,POI1,290326.4813685335
3236,Mississauga,CA,ON,5049371,POI3,529966.9893106163
3237,Toronto,CA,ON,5059539,POI3,504464.46273194544
3238,Calgary,CA,AB,5067906,POI1,280596.86911409575
3239,Langley,CA,BC,5077405,POI1,804989.6298445301
3240,Fort Saskatchewan,CA,AB,5088575,POI1,22087.278053821236
3241,Abbotsford,CA,BC,5094666,POI1,796093.5173828641
3242,Edmonton,CA,AB,5100667,POI1,15084.943407850391
3243,Edmonton,CA,AB,5117446,POI1,984.556972633041
3244,Calgary,CA,AB,5127952,POI1,277105.0685941033
3245,Edmonton,CA,AB,5135512,POI1,5397.256992292876
3246,Edmonton,CA,AB,5139707,POI1,5416.846823606217
3247,Toronto,CA,ON,5163773,POI3,507174.9434252782
3248,Edmonton,CA,AB,5173122,POI1,4164.4896019706075
3249,Calgary,CA,AB,5176665,POI1,271880.7420397008
3250,Cambridge,CA,ON,5196710,POI3,586982.4485156839
3251,Toronto,CA,ON,5196819,POI3,502693.9756492219
3252,Calgary,CA,AB,5198459,POI1,275840.6643288327
3253,Calgary,CA,AB,5202348,POI1,273444.3837463405
3254,Toronto,CA,ON,5203539,POI3,505728.2087703003
3255,Markham,CA,ON,5211061,POI3,492110.4086830144
3256,Montréal,CA,QC,5211135,POI3,3427.8521600379527
3257,Edmonton,CA,AB,5226378,POI1,4164.4896019706075
3258,Edmonton,CA,AB,5234586,POI1,14728.793254141885
3259,Mississauga,CA,ON,5247564,POI3,526791.7796905846
3260,Fort Mcmurray,CA,AB,5253077,POI1,376791.06618301244
3261,Edmonton,CA,AB,5264445,POI1,1034.3902455356108
3262,Saskatoon,CA,SK,5298692,POI1,480734.4500350777
3263,Markham,CA,ON,5314193,POI3,492110.4086830144
3264,Toronto,CA,ON,5345421,POI3,503727.5302843575
3265,Fort Mcmurray,CA,AB,5390601,POI1,375801.758499996
3266,Saskatoon,CA,SK,5409666,POI1,480734.4500350777
3267,Edmonton,CA,AB,5423553,POI1,9797.752036448222
3268,Cobalt,CA,ON,5426524,POI3,511842.4523488885
3269,Courtice,CA,ON,5429062,POI3,448820.02191852755
3270,Thornhill,CA,ON,5446436,POI3,496349.22110135347
3271,Stouffville,CA,ON,5458372,POI3,480879.8004928112
3272,Regina,CA,SK,5488209,POI1,699669.1937027695
3273,Brampton,CA,ON,5525837,POI3,523094.1867433666
3274,Calgary,CA,AB,5526226,POI1,279823.2450880281
3275,Saskatoon,CA,SK,5527715,POI1,484544.38395510695
3276,Edmonton,CA,AB,5531216,POI1,10948.367994054785
3277,Saskatoon,CA,SK,5535095,POI1,484473.83571732696
3278,Montreal,CA,QC,5543912,POI1,11531820.831836449
3279,Markham,CA,ON,5544486,POI3,485734.2855574249
3280,Saskatoon,CA,SK,5566120,POI1,485826.6582262077
3281,Princeton,CA,BC,5583113,POI1,674602.064778789
3282,Sudbury,CA,ON,5593082,POI3,580386.9048662316
3283,Barrie,CA,ON,5599116,POI3,498745.8506999885
3284,Brantford,CA,ON,4521574,POI3,590218.9157995646
3285,Calgary,CA,AB,4555485,POI1,272074.4469756266
3286,Edmonton,CA,AB,4580495,POI1,9806.053114833332
3287,Brampton,CA,ON,4588491,POI3,521785.6716033521
3288,Red Deer,CA,AB,4596020,POI1,141457.2022947378
3289,Calgary,CA,AB,4598165,POI1,275905.3959119666
3290,Niagara Falls,CA,ON,4606667,POI3,516622.15608131373
3291,Mississauga,CA,ON,4637105,POI3,526791.7796905846
3292,Scarborough,CA,ON,4650744,POI3,492771.32153968595
3293,Edmonton,CA,AB,4667846,POI1,5155.0197099978295
3294,Calgary,CA,AB,4671642,POI1,281287.99937287817
3295,Edmonton,CA,AB,4674602,POI1,11787.141911666764
3296,Mississauga,CA,ON,4692924,POI3,526791.7796905846
3297,Leduc,CA,AB,4697546,POI1,31373.21467529517
3298,Edmonton,CA,AB,4704887,POI1,6176.108874723947
3299,Edmonton,CA,AB,4713518,POI1,8439.210659356364
3300,Sherwood Park,CA,AB,4723862,POI1,10515.961070827607
3301,Mississauga,CA,ON,4724203,POI3,533246.220093142
3302,Kitchener,CA,ON,4731464,POI3,591769.0224737275
3303,Thornhill,CA,ON,4743157,POI3,502698.38313706906
3304,Pembroke,CA,ON,4743290,POI3,287131.2940551868
3305,Edmonton,CA,AB,4767368,POI1,14033.722142049992
3306,Maitland,CA,NS,4768019,POI4,23592.02689413522
3307,Calgary,CA,AB,4769665,POI1,292192.62537284254
3308,Wetaskiwin,CA,AB,4772388,POI1,79302.93521511451
3309,Guelph,CA,ON,4792075,POI3,573336.8042135227
3310,Lake Louise,CA,AB,4792404,POI1,295942.84677310335
3311,Edmonton,CA,AB,4805663,POI1,10588.94057372012
3312,Edmonton,CA,AB,4805943,POI1,11744.006230169698
3313,Dorval,CA,QC,4814212,POI3,16858.705470505687
3314,Edmonton,CA,AB,4852077,POI1,11869.199279093995
3315,Ottawa,CA,ON,4858120,POI3,163916.89972325714
3316,Edmonton,CA,AB,4858539,POI1,5797.092817923342
3317,Mississauga,CA,ON,4863278,POI3,533364.6086669115
3318,Brampton,CA,ON,4869963,POI3,527233.5195727495
3319,Saint-Hyacinthe,CA,QC,4875683,POI3,50376.9949498617
3320,Moncton,CA,NB,4879578,POI4,155980.10093238114
3321,Kitchener,CA,ON,4880540,POI3,594709.544718911
3322,Scarborough,CA,ON,4895760,POI3,492771.32153968595
3323,Saint Catharines,CA,ON,4897838,POI3,522868.0548778877
3324,Edmonton,CA,AB,4903386,POI1,6255.93048575066
3325,Calgary,CA,AB,4911185,POI1,272074.4469756266
3326,Calgary,CA,AB,4919458,POI1,275840.6643288327
3327,Regina,CA,SK,4921648,POI1,700761.9433438304
3328,Niagara Falls,CA,ON,4926179,POI3,518920.88548533927
3329,Etobicoke,CA,ON,4934890,POI3,517112.701719531
3330,Ottawa,CA,ON,4948476,POI3,170830.1069921832
3331,Edmonton,CA,AB,4963170,POI1,5416.846823606217
3332,Ottawa,CA,ON,4968083,POI3,164883.6903698181
3333,Toronto,CA,ON,4988396,POI3,505622.6237891154
3334,Beaumont,CA,AB,4989967,POI1,19084.897205457357
3335,Cochrane,CA,AB,4991785,POI1,271258.9908753684
3336,Wetaskiwin,CA,AB,4996470,POI1,79302.93521511451
3337,Calgary,CA,AB,5000150,POI1,283526.6400944849
3338,Sherwood Park,CA,AB,5005961,POI1,12634.3682858671
3339,Mississauga,CA,ON,5011759,POI3,526635.6000944439
3340,Trois-Rivières,CA,QC,5039089,POI3,121052.19238854058
3341,Montréal,CA,QC,5060908,POI3,4853.819444560553
3342,North Bay,CA,ON,5063003,POI3,462248.756810201
3343,Calgary,CA,AB,5075466,POI1,296632.70454698126
3344,Calgary,CA,AB,5081233,POI1,272074.4469756266
3345,London,CA,ON,5118988,POI3,677309.6549572106
3346,Calgary,CA,AB,5125014,POI1,277250.3813451394
3347,Thornhill,CA,ON,5138138,POI3,496349.22110135347
3348,Edmonton,CA,AB,5139164,POI1,15237.724944088028
3349,Toronto,CA,ON,5167972,POI3,505204.2533293863
3350,Richmond Hill,CA,ON,5194443,POI3,497903.65333346947
3351,Brantford,CA,ON,5209698,POI3,591560.3298000072
3352,Calgary,CA,AB,5214898,POI1,293678.25854833255
3353,Red Deer,CA,AB,5233747,POI1,145898.38023577796
3354,Calgary,CA,AB,5248035,POI1,277472.3140182742
3355,Saskatoon,CA,SK,5262255,POI1,480734.4500350777
3356,Ottawa,CA,ON,5288045,POI3,167453.78330615853
3357,Brockville,CA,ON,5288070,POI3,195687.87382286793
3358,Mississauga,CA,ON,5301744,POI3,526635.6000944439
3359,Edmonton,CA,AB,5308379,POI1,7175.691620171694
3360,Brantford,CA,ON,5321653,POI3,593438.6250385551
3361,Edmonton,CA,AB,5326389,POI1,8411.56579584973
3362,Saskatoon,CA,SK,5329871,POI1,480734.4500350777
3363,Vanderhoof,CA,BC,5332865,POI1,692649.9289840428
3364,Mississauga,CA,ON,5334556,POI3,522097.671828036
3365,Maitland,CA,NS,5353013,POI4,23592.02689413522
3366,Toronto,CA,ON,5358005,POI3,503612.7454274161
3367,Edmonton,CA,AB,5367326,POI1,7934.801078414255
3368,Ottawa,CA,ON,5371000,POI3,160614.0594730807
3369,Calgary,CA,AB,5381011,POI1,277203.0063343148
3370,Toronto,CA,ON,5410367,POI3,507174.9434252782
3371,Lethbridge,CA,AB,5412576,POI1,429924.0020325522
3372,Regina,CA,SK,5420285,POI1,695661.6672195311
3373,Sherwood Park,CA,AB,5430552,POI1,13317.777273404281
3374,Thornhill,CA,ON,5439069,POI3,496349.22110135347
3375,Edmonton,CA,AB,5459033,POI1,8318.74456983267
3376,Calgary,CA,AB,5472677,POI1,284711.7970394977
3377,Coquitlam,CA,BC,5484658,POI1,800236.7954127006
3378,Edmonton,CA,AB,5489893,POI1,10582.992395024146
3379,Calgary,CA,AB,5497849,POI1,272860.70982972096
3380,Saskatoon,CA,SK,5526620,POI1,480734.4500350777
3381,Coquitlam,CA,BC,5533578,POI1,807698.7009784677
3382,Regina,CA,SK,5542099,POI1,699669.1937027695
3383,Calgary,CA,AB,5561281,POI1,272676.56030942407
3384,North York,CA,ON,5565265,POI3,504516.4471482334
3385,Thunder Bay,CA,ON,5567300,POI3,1230597.645811437
3386,Kingston,CA,ON,5567381,POI3,275722.8082277528
3387,North York,CA,ON,5581429,POI3,501817.6249340187
3388,Grande Prairie,CA,AB,5590012,POI1,386817.1833847214
3389,Stratford,CA,ON,5595143,POI3,632931.0913914997
3390,Toronto,CA,ON,5595476,POI3,501608.5394353158
3391,Winnipeg,CA,MB,5606788,POI1,1189718.5668039448
3392,Windsor,CA,ON,4517347,POI3,832955.9044776654
3393,Guelph,CA,ON,4548784,POI3,573303.4899876186
3394,Kingston,CA,ON,4560784,POI3,273469.7053151318
3395,Mississauga,CA,ON,4564104,POI3,533246.220093142
3396,Kingston,CA,ON,4566903,POI3,273005.5801989463
3397,Calgary,CA,AB,4576048,POI1,282955.17172878893
3398,Saskatoon,CA,SK,4582512,POI1,480734.4500350777
3399,Saskatoon,CA,SK,4585010,POI1,484459.47833381634
3400,Leduc,CA,AB,4598817,POI1,31373.21467529517
3401,Grand Falls-Windsor,CA,NL,4601775,POI4,706343.3466798546
3402,Airdrie,CA,AB,4614121,POI1,251668.09158463916
3403,Innisfil,CA,ON,4618449,POI3,489360.2081222658
3404,Edmonton,CA,AB,4635628,POI1,6176.108874723947
3405,Shediac,CA,NB,4641587,POI4,149463.61259800842
3406,Toronto,CA,ON,4651197,POI3,508070.21124906756
3407,Edmonton,CA,AB,4654021,POI1,6950.404756471404
3408,Calgary,CA,AB,4655043,POI1,283411.2326483159
3409,Lindsay,CA,ON,4659036,POI3,427282.7396044302
3410,North York,CA,ON,4663804,POI3,510599.3659592494
3411,Edmonton,CA,AB,4664669,POI1,9417.228922307675
3412,Calgary,CA,AB,4690627,POI1,288884.2493832132
3413,Edmonton,CA,AB,4702651,POI1,4509.142530241511
3414,Sydney,CA,NS,4734148,POI4,257940.6060309254
3415,Calgary,CA,AB,4748939,POI1,267310.14063979866
3416,Sherwood Park,CA,AB,4755785,POI1,13317.777273404281
3417,Calgary,CA,AB,4764097,POI1,275840.6643288327
3418,Toronto,CA,ON,4788411,POI3,508482.7813631094
3419,Calgary,CA,AB,4789918,POI1,281000.90732290887
3420,Markham,CA,ON,4798679,POI3,488194.6000615295
3421,Regina,CA,SK,4808113,POI1,692355.7318849602
3422,Calgary,CA,AB,4809861,POI1,281547.7910125061
3423,London,CA,ON,4812948,POI3,680463.0539861632
3424,North York,CA,ON,4819683,POI3,501817.6249340187
3425,Timmins,CA,ON,4826366,POI3,674538.2457600246
3426,Edmonton,CA,AB,4830744,POI1,7659.856446747692
3427,Mississauga,CA,ON,4831210,POI3,524628.373304276
3428,Edmonton,CA,AB,4836576,POI1,9424.813751213549
3429,Saint John,CA,NB,4839259,POI4,222007.16546671576
3430,Edmonton,CA,AB,4842340,POI1,11787.141911666764
3431,New Westminster,CA,BC,4846660,POI1,810720.0890810285
3432,Kitchener,CA,ON,4849588,POI3,597378.7433319631
3433,Sherwood Park,CA,AB,4851826,POI1,13317.777273404281
3434,Calgary,CA,AB,4852171,POI1,280643.7484188141
3435,Edmonton,CA,AB,4872446,POI1,11843.478956318406
3436,Edmonton,CA,AB,4891054,POI1,9797.752036448222
3437,Edmonton,CA,AB,4897784,POI1,6824.862021594494
3438,Nevis,CA,AB,4905892,POI1,160103.98498892138
3439,Winnipeg,CA,MB,4910708,POI1,1197747.042959028
3440,Kitchener,CA,ON,4916381,POI3,599747.6880663318
3441,Calgary,CA,AB,4928737,POI1,295941.8718441073
3442,Edmonton,CA,AB,4930509,POI1,11869.199279093995
3443,Brampton,CA,ON,4932879,POI3,526729.0498384199
3444,Maple,CA,ON,4938291,POI3,505188.895870525
3445,Edmonton,CA,AB,4962790,POI1,14943.991458978902
3446,Vaudreuil-Dorion,CA,QC,4963783,POI3,40094.19871583607
3447,Saskatoon,CA,SK,4967103,POI1,480734.4500350777
3448,Calgary,CA,AB,4969058,POI1,285021.6223293354
3449,Calgary,CA,AB,4971210,POI1,282176.81687851046
3450,Toronto,CA,ON,4971745,POI3,507590.1725237497
3451,Toronto,CA,ON,4972771,POI3,510625.5508028279
3452,Thunder Bay,CA,ON,4983956,POI3,1230805.6247722208
3453,Saskatoon,CA,SK,4989653,POI1,480734.4500350777
3454,Calgary,CA,AB,4996551,POI1,273655.29708635306
3455,Trois-Rivières,CA,QC,5000017,POI3,119240.3112827605
3456,Brampton,CA,ON,5033905,POI3,531888.2134480737
3457,Toronto,CA,ON,5048032,POI1,10887038.955941219
3458,Edmonton,CA,AB,5051212,POI1,11787.141911666764
3459,Calgary,CA,AB,5078520,POI1,285031.5165410274
3460,Saskatoon,CA,SK,5081425,POI1,474049.98612214165
3461,Saint-Eustache,CA,QC,5085869,POI3,27498.58358218466
3462,Fort Mcmurray,CA,AB,5103623,POI1,378302.55320219486
3463,Oakville,CA,ON,5104208,POI3,536940.3492933582
3464,Etobicoke,CA,ON,5105015,POI3,516090.3406186901
3465,Hammonds Plains,CA,NS,5107062,POI4,70168.98709855435
3466,Hampstead,CA,QC,5113699,POI3,7096.559623226646
3467,Calgary,CA,AB,5122607,POI1,271723.71630075393
3468,Calgary,CA,AB,5126452,POI1,276851.6499639192
3469,Edmonton,CA,AB,5135775,POI1,9144.498660083655
3470,Vancouver,CA,BC,5142219,POI1,820560.9798666484
3471,Toronto,CA,ON,5145946,POI3,505792.8548247167
3472,Calgary,CA,AB,5147227,POI1,281086.8784735647
3473,Edmonton,CA,AB,5159485,POI1,6950.404756471404
3474,Oakville,CA,ON,5161477,POI3,542947.629801895
3475,Mississauga,CA,ON,5161799,POI3,528504.6202081767
3476,Calgary,CA,AB,5168338,POI1,279673.63029724156
3477,Plateau-Mont-Royal,CA,QC,5172592,POI3,4754.816417499916
3478,Richmond Hill,CA,ON,5185334,POI3,497903.65333346947
3479,Toronto,CA,ON,5203117,POI3,502687.74524871487
3480,Calgary,CA,AB,5218403,POI1,277574.4260891926
3481,Markham,CA,ON,5223709,POI3,491296.0298037255
3482,Brossard,CA,QC,5230944,POI3,9197.935057817098
3483,Toronto,CA,ON,5236165,POI3,503594.71547225304
3484,Sainte-Foy,CA,QC,5249398,POI3,224565.45711961886
3485,Cochrane,CA,AB,5257196,POI1,271065.55241578864
